title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
Data Engineer,Infosys,"Bengaluru East, Karnataka, India",2025-10-02,14:51:47,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Scientist (Part-Time | Remote | $80 –$120/hr),Call For Referral,,2025-10-02,14:51:47,Senior Data Scientist (Part-Time | Remote | $80 –$120/hr),Part-Time | Remote | $80 –$120/hr,senior data scientist,senior,remote,contract,data_science
"Cloud Engineer_Data processing(Golang, AWS)",Aptiv,"Chennai, Tamil Nadu, India",2025-10-02,14:51:47,"Cloud Engineer_Data processing(Golang, AWS)","Golang, AWS",cloud engineer data processing,unknown,unknown,unknown,cloud
Principal Applied Data Scientist (OCI) - Product Development – Gen AI and ML Solutions,Oracle,"Bengaluru, Karnataka, India",2025-10-02,15:21:14,Principal Applied Data Scientist (OCI) - Product Development – Gen AI and ML Solutions,OCI,principal applied data scientist product development gen ai and ml solutions,senior,unknown,unknown,ml_ai
AI Engineer,BMC Software,"Pune, Maharashtra, India",2025-10-02,15:41:01,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Generative AI Engineer,Office Solution AI Labs,,2025-10-02,15:41:01,Generative AI Engineer,,generative ai engineer,unknown,unknown,unknown,ml_ai
Associate Data Scientist,BitGo,"Bengaluru, Karnataka, India",2025-10-02,16:25:26,Associate Data Scientist,,associate data scientist,unknown,unknown,unknown,data_science
Machine Learning Engineer,Lauren,,2025-10-02,17:38:23,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-02,19:16:00,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
AI Developer,YourFirstSalesGuy,,2025-10-02,19:16:00,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-02,19:16:00,Associate Data Scientist,,associate data scientist,unknown,unknown,unknown,data_science
Senior Python AI Engineer (min 5 years experience),Brij,"Mumbai, Maharashtra, India",2025-10-02,19:16:00,Senior Python AI Engineer (min 5 years experience),min 5 years experience,senior python ai engineer,senior,unknown,unknown,ml_ai
Data Architect - Supply Chain,ExxonMobil,"KA, IN",2025-10-02,20:22:10,Data Architect - Supply Chain,,data architect supply chain,unknown,unknown,unknown,other
Data Scientist,"ARKRAY, Inc.","Pune, Maharashtra, India",2025-10-03,01:27:42,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Senior Gen AI Developer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-10-03,03:46:49,Senior Gen AI Developer,,senior gen ai developer,senior,unknown,unknown,ml_ai
Senior AI Engineer,Infinite Possibilities,,2025-10-03,04:23:14,Senior AI Engineer,,senior ai engineer,senior,unknown,unknown,ml_ai
Data Scientist,GreatHR Solutions,,2025-10-03,05:19:26,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AI Developer,ZakApps,"Chennai, Tamil Nadu, India",2025-10-03,05:40:06,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
2902 - Gen AI Engineer,EXL,"Gurugram, Haryana, India",2025-10-03,06:30:03,2902 - Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,DATA VISION.AI,"Hyderabad, Telangana, India",2025-10-03,06:49:54,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Responsible AI Engineer / Advisor,PineQ Lab Technology,"Bengaluru, Karnataka, India",2025-10-03,07:19:33,Responsible AI Engineer / Advisor,,responsible ai engineer advisor,unknown,unknown,unknown,ml_ai
AI Engineer,AtliQ Technologies,"Vadodara, Gujarat, India",2025-10-03,07:37:57,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,TESTQ Technologies,,2025-10-03,07:37:57,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Senior GenAI Data Scientist,Medtronic,"Pune, Maharashtra, India",2025-10-03,07:37:57,Senior GenAI Data Scientist,,senior genai data scientist,senior,unknown,unknown,ml_ai
Gen AI Engineer  - Hyderabad,Cognizant,"Chennai, Tamil Nadu, India",2025-10-03,08:26:07,Gen AI Engineer  - Hyderabad,,gen ai engineer hyderabad,unknown,unknown,unknown,ml_ai
Agentic AI Engineer_Full-time,BeGig,,2025-10-03,08:26:07,Agentic AI Engineer_Full-time,,agentic ai engineer full time,unknown,unknown,unknown,ml_ai
DevOps Engineer,TESCRA,"Bengaluru South, Karnataka, India",2025-10-03,08:26:07,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
ML & AI Developer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-03,09:20:33,ML & AI Developer (Immediate Start),Immediate Start,ml ai developer,unknown,unknown,unknown,ml_ai
Data Scientist,Geekx,"Gurugram, Haryana, India",2025-10-03,09:20:33,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Engineer Intern,Crackr.ai,"Pune, Maharashtra, India",2025-10-03,09:20:33,Data Engineer Intern,,data engineer intern,intern,unknown,unknown,data_engineering
AI Developer,Pixirus,"PY, IN",2025-10-03,09:39:21,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
Gen AI Engineer,Cognizant,"Hyderabad, Telangana, India",2025-10-03,09:39:21,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer - FDE (Forward Deployed Engineer),Databricks,,2025-10-03,09:39:21,AI Engineer - FDE (Forward Deployed Engineer),Forward Deployed Engineer,ai engineer fde,unknown,unknown,unknown,ml_ai
Lead - AI Engineer (Pune /Mumbai),XS CAD INDIA PVT LTD,"MH, IN",2025-10-03,11:16:31,Lead - AI Engineer (Pune /Mumbai),Pune /Mumbai,lead ai engineer,senior,unknown,unknown,ml_ai
AI Engineer,Bayer,"KA, IN",2025-10-03,11:16:31,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Bayer,"KA, IN",2025-10-03,11:16:31,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-03,11:38:10,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Zepcruit,"Pune, Maharashtra, India",2025-10-03,11:38:10,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Ana-Data Consulting Inc,"Chennai, Tamil Nadu, India",2025-10-03,11:38:10,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Data Engineer II,American Express,"HR, IN",2025-10-03,12:40:47,Data Engineer II,,data engineer ii,unknown,unknown,unknown,data_engineering
Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-10-03,12:40:47,Senior AI Engineer (Remote I Immediate Joiners),Remote I Immediate Joiners,senior ai engineer,senior,remote,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,12:40:47,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,12:40:47,Senior Machine learning engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,12:40:47,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,13:27:05,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,13:27:05,"Applied AI Engineer, Postbot",,applied ai engineer postbot,unknown,unknown,unknown,ml_ai
AI Engineer,Epiq,"Hyderabad, Telangana, India",2025-10-03,13:27:05,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Principal AI Engineer,Cotiviti,,2025-10-03,13:27:05,Principal AI Engineer,,principal ai engineer,senior,unknown,unknown,ml_ai
Sr. AI Engineer,Cotiviti,,2025-10-03,13:27:05,Sr. AI Engineer,,sr ai engineer,senior,unknown,unknown,ml_ai
Data Architect,Mondelēz International,"MH, IN",2025-10-03,13:43:08,Data Architect,,data architect,unknown,unknown,unknown,other
Machine Learning Engineer,Adobe,"Bengaluru East, Karnataka, India",2025-10-03,13:43:08,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Uplevyl,"Noida, Uttar Pradesh, India",2025-10-03,13:43:08,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer 4,Adobe,"Bengaluru East, Karnataka, India",2025-10-03,14:18:57,Machine Learning Engineer 4,,machine learning engineer 4,unknown,unknown,unknown,ml_ai
"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Bengaluru, Karnataka, India",2025-10-03,14:41:32,"Senior Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior data scientist,senior,unknown,unknown,data_science
"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",2025-10-03,14:41:32,"Senior Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior data scientist,senior,unknown,unknown,data_science
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Bengaluru, Karnataka, India",2025-10-03,14:41:32,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",lead staff data scientist,senior,unknown,unknown,data_science
Engineering - Market Data Engineer - VP,AQR,"KA, IN",2025-10-03,15:20:19,Engineering - Market Data Engineer - VP,,engineering market data engineer vp,senior,unknown,unknown,data_engineering
Computer Vision Engineer,Brainy Neurals - An AI Company,"Ahmedabad, Gujarat, India",2025-10-03,15:20:19,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
DE-Azure Cognitive VA and AI Developer-GDSN02,EY,"Hyderabad, Telangana, India",2025-10-03,15:20:19,DE-Azure Cognitive VA and AI Developer-GDSN02,,de azure cognitive va and ai developer gdsn02,unknown,unknown,unknown,ml_ai
"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"Hyderabad, Telangana, India",2025-10-03,15:20:19,"Senior Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior data scientist,senior,unknown,unknown,data_science
"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,,2025-10-03,15:20:19,"Senior Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior data scientist,senior,unknown,unknown,data_science
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,,2025-10-03,15:20:19,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",lead staff data scientist,senior,unknown,unknown,data_science
"Senior Data Scientist (Bangkok based, relocation provided)",Agoda,"New Delhi, Delhi, India",2025-10-03,15:20:19,"Senior Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior data scientist,senior,unknown,unknown,data_science
AI Engineer,AryaXAI,"Mumbai, Maharashtra, India",2025-10-03,16:24:50,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Budventure Technologies Pvt. Ltd.,"Ahmedabad, Gujarat, India",2025-10-03,16:24:50,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior GenAI Data Scientist,Medtronic,"MH, IN",2025-10-03,17:16:57,Senior GenAI Data Scientist,,senior genai data scientist,senior,unknown,unknown,ml_ai
Principal AI Engineer,Cotiviti,"Remote, IN",2025-10-03,17:16:57,Principal AI Engineer,,principal ai engineer,senior,unknown,unknown,ml_ai
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Hyderabad, Telangana, India",2025-10-03,17:16:57,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",lead staff data scientist,senior,unknown,unknown,data_science
Gen AI Engineer,Cognizant Technology Solutions,"TS, IN",2025-10-03,17:38:26,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Engineer - Hyderabad,Cognizant Technology Solutions,"TN, IN",2025-10-03,17:38:26,Gen AI Engineer - Hyderabad,,gen ai engineer hyderabad,unknown,unknown,unknown,ml_ai
Snr AI Engineer,onsemi,"Bengaluru, Karnataka, India",2025-10-03,17:38:26,Snr AI Engineer,,snr ai engineer,unknown,unknown,unknown,ml_ai
Principal AI Engineer – Generalized Agents and Incubations,Microsoft,"Hyderabad, Telangana, India",2025-10-03,17:38:26,Principal AI Engineer – Generalized Agents and Incubations,,principal ai engineer generalized agents and incubations,senior,unknown,unknown,ml_ai
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,"Pune, Maharashtra, India",2025-10-03,17:38:26,"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Bangkok based, relocation provided",lead staff data scientist,senior,unknown,unknown,data_science
Data Engineer (AWS),ixceed,"MH, IN",2025-10-03,17:39:41,Data Engineer (AWS),AWS,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Analyst-5,Realign,"MH, IN",2025-10-03,17:39:41,Senior Data Analyst-5,,senior data analyst 5,senior,unknown,unknown,analyst_bi
Data Engineer-5,Realign,"UP, IN",2025-10-03,17:39:41,Data Engineer-5,,data engineer 5,unknown,unknown,unknown,data_engineering
AI Engineer,BeSpoke AI Stylist Pvt Ltd,"Remote, IN",2025-10-03,17:39:41,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Data Engineer,Syngenta,"Pune, Maharashtra, India",2025-10-03,17:39:41,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Scientist I,Chubb,"Bengaluru, Karnataka, India",2025-10-03,17:39:41,Senior Data Scientist I,,senior data scientist i,senior,unknown,unknown,data_science
"Data Engineer II, IN Ads",Amazon,"Bengaluru, Karnataka, India",2025-10-03,17:39:41,"Data Engineer II, IN Ads",,data engineer ii in ads,unknown,unknown,unknown,data_engineering
Data Engineer,Aryaka,"Bengaluru, Karnataka, India",2025-10-03,17:39:41,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,17:39:41,Senior Machine learning engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Sr. Data Scientist (Media Analytics) - 7+ years,D Square Consulting Services Pvt Ltd,"Bengaluru, Karnataka, India",2025-10-03,17:39:41,Sr. Data Scientist (Media Analytics) - 7+ years,Media Analytics,sr data scientist 7 years,senior,unknown,unknown,data_science
Senior Data Engineer,Mitra AI,,2025-10-03,17:39:41,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Data Analyst Intern,UM IT Solutions,,2025-10-03,17:51:41,Data Analyst Intern,,data analyst intern,intern,unknown,unknown,analyst_bi
AI DEVELOPER INTERN,BrainCord,"KL, IN",2025-10-03,18:01:16,AI DEVELOPER INTERN,,ai developer intern,intern,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-03,18:01:16,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Senior AI Engineer,Arcadia,"Chennai, Tamil Nadu, India",2025-10-03,18:01:16,Senior AI Engineer,,senior ai engineer,senior,unknown,unknown,ml_ai
AI Engineer - Cloud,Aventis Solutions,"Pune, Maharashtra, India",2025-10-03,18:01:16,AI Engineer - Cloud,,ai engineer cloud,unknown,unknown,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:01:16,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:01:16,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior AI Developer,"Movado Group, Inc","Bengaluru, Karnataka, India",2025-10-03,18:01:16,Senior AI Developer,,senior ai developer,senior,unknown,unknown,ml_ai
Data Engineer II,Amazon,"Bengaluru, Karnataka, India",2025-10-03,18:01:16,Data Engineer II,,data engineer ii,unknown,unknown,unknown,data_engineering
Data Engineering Lead,Metyis,"Bengaluru, Karnataka, India",2025-10-03,18:01:16,Data Engineering Lead,,data engineering lead,senior,unknown,unknown,data_engineering
"Sr Software Development Engineer, Alexa AI Developer Tech",Amazon,"Pune, Maharashtra, India",2025-10-03,18:01:16,"Sr Software Development Engineer, Alexa AI Developer Tech",,sr software development engineer alexa ai developer tech,senior,unknown,unknown,ml_ai
Snowflake Data Engineer,VidPro Consultancy Services,"Gurugram, Haryana, India",2025-10-03,18:01:16,Snowflake Data Engineer,,snowflake data engineer,unknown,unknown,unknown,data_engineering
Snowflake Data Engineer,VidPro Consultancy Services,"Chennai, Tamil Nadu, India",2025-10-03,18:01:16,Snowflake Data Engineer,,snowflake data engineer,unknown,unknown,unknown,data_engineering
AI DEVELOPER INTERN,BrainCord,"KL, IN",2025-10-03,18:12:20,AI DEVELOPER INTERN,,ai developer intern,intern,unknown,unknown,ml_ai
Data Analyst Intern,UM IT Solutions,,2025-10-03,18:12:20,Data Analyst Intern,,data analyst intern,intern,unknown,unknown,analyst_bi
Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:13:43,Senior Machine learning engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Data Engineer II,American Express,"HR, IN",2025-10-03,18:14:32,Data Engineer II,,data engineer ii,unknown,unknown,unknown,data_engineering
Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:14:32,Senior Machine learning engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Data Analyst,AllStars-IT,"DL, IN",2025-10-03,18:21:21,Data Analyst,,data analyst,unknown,unknown,unknown,analyst_bi
Intern Data Scientist,Research Infinite Solutions LLP,"PB, IN",2025-10-03,18:21:21,Intern Data Scientist,,intern data scientist,intern,unknown,unknown,data_science
Data Engineer II,American Express,"HR, IN",2025-10-03,18:21:21,Data Engineer II,,data engineer ii,unknown,unknown,unknown,data_engineering
AI Engineer,BeSpoke AI Stylist Pvt Ltd,"Remote, IN",2025-10-03,18:21:21,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,18:21:21,"Applied AI Engineer, Postbot",,applied ai engineer postbot,unknown,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-03,18:21:21,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Zepcruit,"Pune, Maharashtra, India",2025-10-03,18:21:21,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Ana-Data Consulting Inc,"Chennai, Tamil Nadu, India",2025-10-03,18:21:21,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer (Remote I Immediate Joiners),Perimattic,,2025-10-03,18:21:21,Senior AI Engineer (Remote I Immediate Joiners),Remote I Immediate Joiners,senior ai engineer,senior,remote,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:21:21,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior Machine learning engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",2025-10-03,18:21:21,Senior Machine learning engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
AI Engineer,Bayer,"Bengaluru, Karnataka, India",2025-10-03,18:21:21,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Intern Data Scientist,Research Infinite Solutions LLP,"PB, IN",2025-10-03,18:28:03,Intern Data Scientist,,intern data scientist,intern,unknown,unknown,data_science
Full Stack Developer/ ML/ AI Engineer,Colab Cloud Platforms Limited,"MH, IN",2025-10-03,18:28:03,Full Stack Developer/ ML/ AI Engineer,,full stack developer ml ai engineer,unknown,unknown,unknown,ml_ai
Data Analyst Trainee,Idm Techpark Coimbatore,"TN, IN",2025-10-03,18:28:03,Data Analyst Trainee,,data analyst trainee,intern,unknown,unknown,analyst_bi
"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,"Applied AI Engineer, Postbot",,applied ai engineer postbot,unknown,unknown,unknown,ml_ai
AI Engineer - Cloud,Aventis Solutions,"Pune, Maharashtra, India",2025-10-03,18:28:03,AI Engineer - Cloud,,ai engineer cloud,unknown,unknown,unknown,ml_ai
Data Scientist,Stefanini North America and APAC,"Pune, Maharashtra, India",2025-10-03,18:28:03,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Senior Data Scientist- Gen Ai,StockGro,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,Senior Data Scientist- Gen Ai,,senior data scientist gen ai,senior,unknown,unknown,ml_ai
Senior AI Developer,"Movado Group, Inc","Bengaluru, Karnataka, India",2025-10-03,18:28:03,Senior AI Developer,,senior ai developer,senior,unknown,unknown,ml_ai
Data Analyst,RecruitFgore,,2025-10-03,18:28:03,Data Analyst,,data analyst,unknown,unknown,unknown,analyst_bi
Data Engineer,IntraEdge,,2025-10-03,18:28:03,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Sr. Data Scientist (Media Analytics) - 7+ years,D Square Consulting Services Pvt Ltd,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,Sr. Data Scientist (Media Analytics) - 7+ years,Media Analytics,sr data scientist 7 years,senior,unknown,unknown,data_science
"Data Engineer II, IN Ads",Amazon,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,"Data Engineer II, IN Ads",,data engineer ii in ads,unknown,unknown,unknown,data_engineering
Data Engineer,Aryaka,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior UniVerse Data Engineer,Mitra AI,,2025-10-03,18:28:03,Senior UniVerse Data Engineer,,senior universe data engineer,senior,unknown,unknown,data_engineering
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,,2025-10-03,18:28:03,"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior staff machine learning engineer bidding,senior,unknown,unknown,ml_ai
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Chennai, Tamil Nadu, India",2025-10-03,18:28:03,"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)","Bangkok based, relocation provided",senior staff machine learning engineer bidding,senior,unknown,unknown,ml_ai
DevOps Lead,FirstHive | CDP+AI Data Platform,"Bengaluru, Karnataka, India",2025-10-03,18:28:03,DevOps Lead,,devops lead,senior,unknown,unknown,devops_sre
Senior Data Analyst,Workassist,"Pune, Maharashtra, India",2025-10-03,18:28:03,Senior Data Analyst,,senior data analyst,senior,unknown,unknown,analyst_bi
Snowflake Data Engineer,VidPro Consultancy Services,"Gurugram, Haryana, India",2025-10-03,18:28:03,Snowflake Data Engineer,,snowflake data engineer,unknown,unknown,unknown,data_engineering
Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Sr Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-03,19:15:30,Sr Data Scientist,,sr data scientist,senior,unknown,unknown,data_science
Senior Machine Learning Engineer,Tractable,"Noida, Uttar Pradesh, India",2025-10-03,19:15:30,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Gen AI Engineer - Coimbatore,Cognizant,"Hyderabad, Telangana, India",2025-10-03,20:21:26,Gen AI Engineer - Coimbatore,,gen ai engineer coimbatore,unknown,unknown,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,,2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Visakhapatnam Rural mandal, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Kochi, Kerala, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Thiruvananthapuram, Kerala, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Bengaluru, Karnataka, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Maharashtra, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Mysore, Karnataka, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Dehradun, Uttarakhand, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Ahmedabad, Gujarat, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Faridabad, Haryana, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"New Delhi, Delhi, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Cuttack, Odisha, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Vellore, Tamil Nadu, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Amritsar, Punjab, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Lucknow, Uttar Pradesh, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Agra, Uttar Pradesh, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Kanpur, Uttar Pradesh, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Ghaziabad, Uttar Pradesh, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Noida, Uttar Pradesh, India",2025-10-03,20:21:26,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
